account_angaza_id,effective_date,angaza_id,amount_towards_follow_on
AC8674110,2023-09-26,US036649,100
AC8661063,2023-09-26,US119562,60
AC8679066,2023-09-26,US018486,40
AC8673985,2023-09-26,US085044,1500
AC8679225,2023-09-26,US133692,1250
AC8651155,2023-09-26,US037823,9800
AC8645617,2023-09-26,US171628,1250
AC8691442,2023-09-26,US174334,100
AC8674755,2023-09-26,US000523,90
AC8641315,2023-09-26,US124811,75
AC8649817,2023-09-26,US125405,200
AC8679637,2023-09-26,US109934,50
AC8656463,2023-09-26,US122746,20
AC8671604,2023-09-26,US137363,20
AC8636748,2023-09-26,US123192,500
AC8658243,2023-09-26,US130002,1250
AC8656924,2023-09-26,US117916,5000
AC8658942,2023-09-26,US045481,2700
AC8653824,2023-09-26,US045481,274100
AC8636449,2023-09-25,US133027,20
AC8664567,2023-09-25,US133027,475
AC8681195,2023-09-25,US100593,40
AC8666463,2023-09-25,US050200,100
AC8691358,2023-09-25,US111228,50
AC8676288,2023-09-25,US119562,100
AC8650413,2023-09-25,US044099,100
AC8637934,2023-09-25,US098835,20
AC8663720,2023-09-25,US100627,60
AC8681289,2023-09-25,US093912,1800
AC8676757,2023-09-25,US133027,300
AC8665692,2023-09-25,US084845,3000
AC8675834,2023-09-25,US151612,50
AC8654688,2023-09-25,US123798,1250
AC8688778,2023-09-25,US174560,800
AC8647616,2023-09-25,US063207,2000
AC8660434,2023-09-25,US125680,140
AC8645184,2023-09-25,US071312,6300
AC8693629,2023-09-25,US126630,2350
AC8636674,2023-09-25,US151768,5000
AC8683750,2023-09-25,US011278,20
AC8642931,2023-09-25,US022940,30
AC8681034,2023-09-25,US160125,1250
AC8679308,2023-09-25,US063242,20
AC8690344,2023-09-25,US130014,1500
AC8648627,2023-09-25,US124811,30
AC8640313,2023-09-25,US154675,1200
AC8681065,2023-09-25,US138802,40
AC8651773,2023-09-25,US111194,40
AC8668130,2023-09-25,US119659,20
AC8690445,2023-09-25,US151612,40
AC8683924,2023-09-25,US151612,60
AC8688882,2023-09-25,US124811,20
AC8642120,2023-09-25,US132901,1200
AC8655206,2023-09-25,US084416,1250
AC8655595,2023-09-25,US098371,600
AC8690358,2023-09-25,US056321,20
AC8683261,2023-09-25,US022940,40
AC8656977,2023-09-25,US133071,900
AC8688299,2023-09-25,US033875,60
AC8693198,2023-09-25,US098446,8400
AC8635651,2023-09-25,US111194,475
AC8680480,2023-09-25,US134422,40
AC8670930,2023-09-25,US153851,20
AC8657163,2023-09-25,US126431,1500
AC8670352,2023-09-25,US160409,140
AC8688452,2023-09-25,US056321,20
AC8687030,2023-09-25,US127044,3000
AC8688571,2023-09-25,US041371,25
AC8666764,2023-09-25,US075607,10
AC8644221,2023-09-25,US098371,2000
AC8688479,2023-09-25,US162356,1250
AC8668586,2023-09-25,US066558,40
AC8654760,2023-09-25,US117833,100
AC8666717,2023-09-25,US056321,20
AC8683992,2023-09-25,US168682,1200
AC8663287,2023-09-25,US125680,100
AC8635614,2023-09-25,US046584,40
AC8693177,2023-09-25,US123067,100
AC8663987,2023-09-25,US168203,2450
AC8653042,2023-09-25,US102294,2000
AC8689059,2023-09-25,US171401,1500
AC8661013,2023-09-25,US137637,5400
AC8679653,2023-09-25,US100593,20
AC8654912,2023-09-25,US134595,1000
AC8692509,2023-09-25,US011278,20
AC8644380,2023-09-25,US063983,20
AC8680283,2023-09-25,US143585,3400
AC8660304,2023-09-25,US132410,300
AC8686118,2023-09-25,US011278,66
AC8678321,2023-09-25,US127044,2000
AC8657569,2023-09-25,US151873,200
AC8687810,2023-09-25,US067418,100
AC8638495,2023-09-25,US162091,1250
AC8640072,2023-09-25,US075607,60
AC8676403,2023-09-25,US038024,2450
AC8681881,2023-09-25,US168298,1250
AC8686960,2023-09-25,US160403,2000
AC8689872,2023-09-25,US111194,80
AC8642123,2023-09-25,US081905,1760
AC8640412,2023-09-25,US000523,20
AC8665800,2023-09-25,US008494,20
AC8653682,2023-09-25,US082170,50
AC8677218,2023-09-25,US138561,5500
AC8688312,2023-09-25,US142665,1250
AC8692103,2023-09-25,US111618,2700
AC8680696,2023-09-25,US100593,30
AC8678130,2023-09-25,US005427,200
AC8639997,2023-09-25,US125998,100
AC8661126,2023-09-25,US134272,100
AC8641714,2023-09-25,US154910,2500
AC8654140,2023-09-25,US009411,475
AC8641639,2023-09-25,US128983,3400
AC8647712,2023-09-25,US100593,40
AC8648352,2023-09-25,US134318,9800
AC8686808,2023-09-25,US121833,5000
AC8688486,2023-09-25,US119808,3000
AC8679468,2023-09-25,US075607,22
AC8646018,2023-09-25,US081905,14000
AC8661335,2023-09-25,US162437,450
AC8676440,2023-09-25,US134595,1000
AC8648538,2023-09-25,US128185,20
AC8645983,2023-09-25,US094945,80
AC8657926,2023-09-25,US151612,100
AC8681384,2023-09-25,US133027,100
AC8637543,2023-09-25,US163021,20
AC8642204,2023-09-25,US162457,200
AC8664763,2023-09-25,US084416,1400
AC8677891,2023-09-25,US100627,100
AC8644340,2023-09-25,US136214,1250
AC8682720,2023-09-25,US174334,40
AC8671897,2023-09-25,US063002,40
AC8693153,2023-09-25,US137865,50
AC8672018,2023-09-25,US008494,20
AC8672579,2023-09-25,US067181,100
AC8673801,2023-09-25,US174527,20
AC8641385,2023-09-25,US083717,100
AC8674057,2023-09-25,US036649,20
AC8641676,2023-09-25,US070234,20
AC8643570,2023-09-25,US134318,20000
AC8671476,2023-09-25,US056135,20
AC8647715,2023-09-25,US065808,9800
AC8653643,2023-09-25,US123148,20
AC8681326,2023-09-25,US111979,20
AC8681937,2023-09-25,US034964,20
AC8685970,2023-09-25,US171879,1500
AC8661510,2023-09-25,US134595,2500
AC8670149,2023-09-25,US111228,60
AC8651339,2023-09-25,US119659,40
AC8638168,2023-09-25,US060503,80
AC8658038,2023-09-25,US111228,40
AC8692905,2023-09-25,US153196,1500
AC8648587,2023-09-25,US087292,300
AC8644407,2023-09-25,US114608,3400
AC8656915,2023-09-25,US132410,40
AC8657310,2023-09-25,US177412,20
AC8657810,2023-09-25,US133003,40
AC8656065,2023-09-25,US174728,3500
AC8652468,2023-09-25,US155606,1000
AC8649371,2023-09-25,US009411,20
AC8680991,2023-09-25,US077003,59
AC8637327,2023-09-25,US068212,100
AC8661941,2023-09-25,US022940,20
AC8663390,2023-09-25,US100593,40
AC8647492,2023-09-25,US109934,180
AC8658535,2023-09-25,US159752,2500
AC8679425,2023-09-25,US063002,40
AC8668945,2023-09-25,US130532,350
AC8642014,2023-09-25,US075607,100
AC8682285,2023-09-25,US135281,60
AC8679371,2023-09-25,US155203,1050
AC8641790,2023-09-25,US119704,12000
AC8654466,2023-09-25,US124811,20
AC8652120,2023-09-25,US083467,5400
AC8672382,2023-09-25,US127649,1200
AC8653109,2023-09-25,US098835,20
AC8676894,2023-09-25,US080986,900
AC8679113,2023-09-25,US119659,40
AC8689373,2023-09-25,US133027,60
AC8670317,2023-09-25,US174334,20
AC8652115,2023-09-25,US154753,10
AC8650769,2023-09-25,US011278,105
AC8662118,2023-09-25,US125998,20
AC8671445,2023-09-25,US097752,100
AC8670952,2023-09-25,US111194,80
AC8640941,2023-09-25,US100593,20
AC8640659,2023-09-25,US094912,2000
AC8659829,2023-09-25,US098835,50
AC8683434,2023-09-25,US071312,8100
AC8676032,2023-09-25,US151612,80
AC8693293,2023-09-25,US162091,1200
AC8638126,2023-09-25,US008494,40
AC8691183,2023-09-25,US170399,1000
AC8653747,2023-09-25,US017129,120
AC8665129,2023-09-25,US174527,130
AC8677886,2023-09-25,US033875,20
AC8645355,2023-09-25,US075607,30
AC8681493,2023-09-25,US041371,60
AC8668718,2023-09-25,US137363,20
AC8685997,2023-09-25,US111211,80
AC8690543,2023-09-25,US137637,4100
AC8638846,2023-09-25,US111194,20
AC8686625,2023-09-25,US160409,15
AC8639358,2023-09-25,US136684,10
AC8691901,2023-09-25,US174527,30
AC8679662,2023-09-25,US119659,20
AC8642924,2023-09-25,US049631,40
AC8676020,2023-09-25,US063473,20
AC8665325,2023-09-25,US124811,20
AC8658942,2023-09-25,US045481,2700
AC8676582,2023-09-25,US102532,1800
AC8653729,2023-09-25,US058887,900
AC8655262,2023-09-25,US076288,1250
AC8686209,2023-09-25,US174527,20
AC8640644,2023-09-25,US117835,300
AC8645760,2023-09-25,US066406,1800
AC8677034,2023-09-25,US137865,200
AC8677857,2023-09-25,US035806,30
AC8653272,2023-09-25,US133682,1250
AC8637980,2023-09-25,US039035,20
AC8667821,2023-09-25,US168682,1500
AC8692900,2023-09-25,US171401,1250
AC8676523,2023-09-25,US022940,60
AC8661439,2023-09-25,US122085,1200
AC8677687,2023-09-25,US056321,20
AC8684407,2023-09-25,US079445,50
AC8642970,2023-09-25,US163012,10
AC8674755,2023-09-25,US000523,90
AC8655549,2023-09-25,US110563,9800
AC8645166,2023-09-25,US160409,20
AC8664498,2023-09-25,US000523,50
AC8689160,2023-09-25,US112077,40
AC8648522,2023-09-25,US009073,2450
AC8674325,2023-09-25,US075607,40
AC8683848,2023-09-25,US008496,20
AC8651437,2023-09-25,US098371,10000
AC8652017,2023-09-25,US123304,20
AC8646964,2023-09-25,US036649,50
AC8674100,2023-09-25,US063473,120
AC8664473,2023-09-25,US062428,1500
AC8650305,2023-09-25,US018486,180
AC8688166,2023-09-25,US174782,1250
AC8691599,2023-09-25,US130532,20
AC8647619,2023-09-25,US111979,50
AC8641376,2023-09-25,US174782,1250
AC8650787,2023-09-25,US080182,70
AC8689618,2023-09-25,US093912,9000
AC8654603,2023-09-25,US133027,20
AC8674161,2023-09-25,US174334,20
AC8683139,2023-09-25,US041680,20
AC8688426,2023-09-25,US146195,100
AC8663278,2023-09-25,US125680,20
AC8666049,2023-09-25,US117827,20
AC8683345,2023-09-25,US122746,20
AC8659560,2023-09-25,US100627,100
AC8639428,2023-09-25,US148353,1200
AC8691012,2023-09-25,US170399,1800
AC8690112,2023-09-25,US128185,80
AC8673263,2023-09-25,US063002,40
AC8657464,2023-09-25,US082170,140
AC8669846,2023-09-25,US116478,5000
AC8681039,2023-09-25,US008496,500
AC8637988,2023-09-25,US130532,40
AC8647847,2023-09-25,US078581,20
AC8677149,2023-09-25,US130532,20
AC8643842,2023-09-25,US151612,20
AC8645369,2023-09-25,US172317,5400
AC8636954,2023-09-25,US119334,1250
AC8689255,2023-09-25,US124678,20
AC8675765,2023-09-25,US151612,140
AC8661565,2023-09-25,US039767,20
AC8641449,2023-09-25,US171322,500
AC8685563,2023-09-25,US171628,1250
AC8642441,2023-09-25,US127649,1250
AC8649285,2023-09-25,US162002,3400
AC8637676,2023-09-25,US138437,20
AC8685204,2023-09-25,US164814,220
AC8675004,2023-09-25,US168682,1250
AC8657189,2023-09-25,US134272,60
AC8675209,2023-09-25,US050935,20
AC8678557,2023-09-25,US111947,60
AC8661396,2023-09-25,US168682,1250
AC8692561,2023-09-25,US156750,1250
AC8650982,2023-09-25,US016694,500
AC8669889,2023-09-25,US075607,50
AC8639965,2023-09-25,US174949,1250
AC8646786,2023-09-25,US163012,20
AC8679067,2023-09-25,US170399,900
AC8691408,2023-09-25,US155190,2700
AC8651131,2023-09-25,US148040,1250
AC8657554,2023-09-25,US081905,10000
AC8675938,2023-09-25,US079445,60
AC8673023,2023-09-25,US046584,100
AC8675538,2023-09-24,US068831,1200
AC8693032,2023-09-24,US164064,2500
AC8687763,2023-09-24,US075607,20
AC8671897,2023-09-24,US063002,20
AC8680654,2023-09-24,US178050,120
AC8669794,2023-09-24,US130085,15000
AC8664473,2023-09-24,US062428,1500
AC8636846,2023-09-24,US111194,280
AC8689127,2023-09-24,US130532,100
AC8679328,2023-09-24,US063242,50
AC8659071,2023-09-24,US117471,80
AC8673263,2023-09-24,US063002,35
AC8648730,2023-09-24,US137865,20
AC8672018,2023-09-24,US008494,20
AC8673801,2023-09-24,US174527,20
AC8653640,2023-09-24,US038542,490
AC8640977,2023-09-24,US137865,70
AC8654279,2023-09-24,US132410,150
AC8637734,2023-09-24,US138437,475
AC8657310,2023-09-24,US177412,20
AC8639678,2023-09-24,US056690,12000
AC8691903,2023-09-24,US142665,1250
AC8680849,2023-09-24,US134422,30
AC8690652,2023-09-24,US126431,1250
AC8636614,2023-09-24,US063983,70
AC8676032,2023-09-24,US151612,20
AC8653489,2023-09-24,US056542,105
AC8686969,2023-09-24,US160409,40
AC8659973,2023-09-24,US048770,6300
AC8665506,2023-09-24,US054337,20
AC8693506,2023-09-24,US122086,1500
AC8668589,2023-09-24,US050935,50
AC8650326,2023-09-24,US074534,30
AC8637327,2023-09-24,US068212,100
AC8653667,2023-09-24,US079373,3000
AC8659829,2023-09-24,US098835,20
AC8670562,2023-09-24,US077003,20
AC8693268,2023-09-24,US136218,12000
AC8640890,2023-09-24,US126333,2400
AC8678130,2023-09-24,US005427,1600
AC8666214,2023-09-24,US093912,9800
AC8663050,2023-09-24,US034964,20
AC8666772,2023-09-24,US155271,5000
AC8655310,2023-09-24,US130532,100
AC8650227,2023-09-24,US175739,3000
AC8664772,2023-09-24,US117471,1000
AC8689442,2023-09-24,US178050,50
AC8639220,2023-09-24,US174334,100
AC8681937,2023-09-24,US034964,20
AC8681493,2023-09-24,US041371,20
AC8685627,2023-09-24,US175771,1250
AC8647712,2023-09-24,US100593,20
AC8638445,2023-09-24,US069462,40
AC8637832,2023-09-24,US151909,5400
AC8642014,2023-09-24,US075607,20
AC8657747,2023-09-24,US068212,20
AC8652453,2023-09-24,US095462,4100
AC8648365,2023-09-24,US008494,100
AC8650575,2023-09-24,US125680,460
AC8672405,2023-09-24,US146212,1250
AC8661510,2023-09-24,US134595,2500
AC8637676,2023-09-24,US138437,20
AC8670461,2023-09-24,US079445,150
AC8640941,2023-09-24,US100593,20
AC8674100,2023-09-24,US063473,40
AC8649121,2023-09-24,US136238,1250
AC8677891,2023-09-24,US100627,100
AC8673624,2023-09-24,US159562,1250
AC8679653,2023-09-24,US100593,20
AC8674057,2023-09-24,US036649,20
AC8642970,2023-09-24,US163012,20
AC8646004,2023-09-24,US174527,50
AC8644380,2023-09-24,US063983,20
AC8686502,2023-09-24,US098371,1800
AC8661410,2023-09-24,US098587,20
AC8685018,2023-09-24,US148356,5400
AC8691226,2023-09-24,US173828,1250
AC8644973,2023-09-24,US117835,70
AC8675834,2023-09-24,US151612,25
AC8639399,2023-09-24,US071312,17600
AC8682796,2023-09-24,US063207,1250
AC8672508,2023-09-24,US101368,5400
AC8662684,2023-09-24,US127649,1250
AC8634788,2023-09-24,US174334,20
AC8668028,2023-09-24,US056272,6000
AC8689321,2023-09-24,US151873,50
AC8646974,2023-09-24,US123572,20
AC8644221,2023-09-24,US098371,2000
AC8646786,2023-09-24,US163012,20
AC8680677,2023-09-24,US174334,140
AC8674161,2023-09-24,US174334,20
AC8683312,2023-09-24,US151873,150
AC8638697,2023-09-24,US063002,20
AC8688452,2023-09-24,US056321,20
AC8642482,2023-09-24,US078581,840
AC8660321,2023-09-24,US100627,40
AC8651620,2023-09-24,US033875,60
AC8691809,2023-09-24,US130412,3000
AC8657810,2023-09-24,US133003,20
AC8677687,2023-09-24,US056321,60
AC8660342,2023-09-24,US119659,40
AC8663360,2023-09-24,US162457,100
AC8691599,2023-09-24,US130532,20
AC8680368,2023-09-24,US157288,5400
AC8676894,2023-09-24,US080986,900
AC8641491,2023-09-24,US119562,100
AC8654308,2023-09-24,US062428,1500
AC8643925,2023-09-24,US151612,100
AC8676992,2023-09-24,US054337,140
AC8680475,2023-09-24,US051868,100
AC8676403,2023-09-24,US038024,2450
AC8639788,2023-09-24,US041371,20
AC8687960,2023-09-24,US133110,2000
AC8689373,2023-09-24,US133027,60
AC8688426,2023-09-24,US146195,100
AC8656463,2023-09-24,US122746,30
AC8650579,2023-09-24,US148889,103
AC8679468,2023-09-24,US075607,20
AC8681039,2023-09-24,US008496,25
AC8651339,2023-09-24,US119659,60
AC8672302,2023-09-24,US155263,35
AC8647847,2023-09-24,US078581,20
AC8638846,2023-09-24,US111194,20
AC8681380,2023-09-24,US109241,5000
AC8645355,2023-09-24,US075607,20
AC8634783,2023-09-24,US009411,100
AC8664431,2023-09-24,US117530,1200
AC8679066,2023-09-24,US018486,50
AC8677060,2023-09-24,US137865,40
AC8674110,2023-09-24,US036649,275
AC8652017,2023-09-24,US123304,20
AC8690348,2023-09-24,US136635,3500
AC8690423,2023-09-24,US134593,1800
AC8643025,2023-09-24,US075607,99
AC8640521,2023-09-24,US110563,14000
AC8687820,2023-09-24,US016694,30
AC8672208,2023-09-24,US133027,20
AC8688611,2023-09-24,US112247,2700
AC8640467,2023-09-24,US039035,200
AC8675938,2023-09-24,US079445,20
AC8688778,2023-09-24,US174560,900
AC8690995,2023-09-24,US038209,1200
AC8672784,2023-09-24,US008494,60
AC8658942,2023-09-24,US045481,2700
AC8666463,2023-09-24,US050200,100
AC8685997,2023-09-24,US111211,80
AC8684721,2023-09-24,US081874,1250
AC8673132,2023-09-24,US023924,30
AC8656961,2023-09-24,US101477,40
AC8689160,2023-09-24,US112077,20
AC8651020,2023-09-24,US050935,50
AC8634917,2023-09-24,US148889,20
AC8643288,2023-09-24,US149494,1250
AC8689361,2023-09-24,US123400,5000
AC8658010,2023-09-24,US056690,1200
AC8677886,2023-09-24,US033875,20
AC8666332,2023-09-24,US123572,100
AC8683345,2023-09-24,US122746,20
AC8660434,2023-09-24,US125680,20
AC8681326,2023-09-24,US111979,20
AC8668855,2023-09-24,US093912,4500
AC8673387,2023-09-24,US125174,475
AC8676586,2023-09-24,US125174,40
AC8673347,2023-09-24,US075857,20
AC8636449,2023-09-24,US133027,20
AC8661335,2023-09-24,US162437,3000
AC8639408,2023-09-24,US174728,6300
AC8651653,2023-09-24,US156695,100
AC8672951,2023-09-24,US067418,100
AC8637478,2023-09-24,US054337,60
AC8640525,2023-09-24,US111194,100
AC8671445,2023-09-24,US097752,100
AC8692509,2023-09-24,US011278,20
AC8692470,2023-09-24,US159562,2500
AC8645990,2023-09-24,US134150,2400
AC8689194,2023-09-24,US084845,1250
AC8688069,2023-09-24,US085138,20
AC8677149,2023-09-24,US130532,20
AC8682567,2023-09-24,US126804,5000
AC8661932,2023-09-24,US134593,900
AC8691358,2023-09-24,US111228,41
AC8677296,2023-09-24,US117457,20
AC8668679,2023-09-24,US164064,1250
AC8687823,2023-09-24,US164488,3750
AC8675125,2023-09-24,US130939,33
AC8691046,2023-09-24,US056135,50
AC8689200,2023-09-24,US123119,200
AC8674755,2023-09-24,US000523,90
AC8663390,2023-09-24,US100593,20
AC8683633,2023-09-24,US132871,5000
AC8667863,2023-09-24,US119659,40
AC8648538,2023-09-24,US128185,40
AC8668586,2023-09-24,US066558,60
AC8642929,2023-09-24,US174334,40
AC8680696,2023-09-24,US100593,15
AC8662909,2023-09-24,US134422,20
AC8638257,2023-09-24,US154298,100
AC8680480,2023-09-24,US134422,20
AC8660304,2023-09-24,US132410,100
AC8654603,2023-09-24,US133027,20
AC8666717,2023-09-24,US056321,20
AC8693292,2023-09-24,US163012,20
AC8692253,2023-09-24,US018486,20
AC8692300,2023-09-23,US171682,3000
AC8679328,2023-09-23,US063242,20
AC8634917,2023-09-23,US148889,20
AC8643842,2023-09-23,US151612,20
AC8693531,2023-09-23,US063002,80
AC8676894,2023-09-23,US080986,900
AC8674325,2023-09-23,US075607,40
AC8680991,2023-09-23,US077003,117
AC8641280,2023-09-23,US085255,16000
AC8692156,2023-09-23,US076288,1250
AC8674755,2023-09-23,US000523,90
AC8669348,2023-09-23,US116495,3000
AC8682914,2023-09-23,US137363,400
AC8654308,2023-09-23,US062428,1500
AC8674057,2023-09-23,US036649,20
AC8657540,2023-09-23,US168281,1500
AC8671780,2023-09-23,US148889,475
AC8644311,2023-09-23,US134595,1800
AC8677528,2023-09-23,US125174,30
AC8657810,2023-09-23,US133003,20
AC8654912,2023-09-23,US134595,900
AC8661941,2023-09-23,US022940,20
AC8639358,2023-09-23,US136684,50
AC8648525,2023-09-23,US130532,40
AC8661932,2023-09-23,US134593,900
AC8680156,2023-09-23,US122684,100
AC8681275,2023-09-23,US033875,40
AC8674265,2023-09-23,US136238,1250
AC8685204,2023-09-23,US164814,20
AC8652870,2023-09-23,US155190,9800
AC8661410,2023-09-23,US098587,20
AC8671585,2023-09-23,US100593,100
AC8676221,2023-09-23,US137363,60
AC8692509,2023-09-23,US011278,20
AC8683139,2023-09-23,US041680,20
AC8642270,2023-09-23,US078156,35
AC8693264,2023-09-23,US176780,2700
AC8665800,2023-09-23,US008494,20
AC8685773,2023-09-23,US110976,2000
AC8659625,2023-09-23,US153201,1500
AC8666463,2023-09-23,US050200,100
AC8685829,2023-09-23,US125998,20
AC8634783,2023-09-23,US009411,20
AC8688647,2023-09-23,US141355,40
AC8641676,2023-09-23,US070234,20
AC8661015,2023-09-23,US169450,2000
AC8676020,2023-09-23,US063473,20
AC8641385,2023-09-23,US083717,100
AC8680294,2023-09-23,US117146,5000
AC8676519,2023-09-23,US137865,100
AC8673801,2023-09-23,US174527,20
AC8664498,2023-09-23,US000523,62
AC8671999,2023-09-23,US125405,60
AC8665325,2023-09-23,US124811,20
AC8671369,2023-09-23,US123798,5500
AC8683345,2023-09-23,US122746,20
AC8679425,2023-09-23,US063002,40
AC8648522,2023-09-23,US009073,2450
AC8672061,2023-09-23,US170684,1750
AC8672802,2023-09-23,US123572,20
AC8679653,2023-09-23,US100593,20
AC8651374,2023-09-23,US108053,3000
AC8634788,2023-09-23,US174334,20
AC8636470,2023-09-23,US134272,475
AC8673488,2023-09-23,US154753,80
AC8636648,2023-09-23,US093912,3000
AC8670149,2023-09-23,US111228,40
AC8686660,2023-09-23,US038024,1500
AC8690450,2023-09-23,US121788,70
AC8672302,2023-09-23,US155263,35
AC8645355,2023-09-23,US075607,20
AC8658560,2023-09-23,US149330,9800
AC8670930,2023-09-23,US153851,20
AC8675125,2023-09-23,US130939,27
AC8642970,2023-09-23,US163012,26
AC8656114,2023-09-23,US119562,100
AC8650927,2023-09-23,US117146,1250
AC8666340,2023-09-23,US040808,2350
AC8670952,2023-09-23,US111194,40
AC8635308,2023-09-23,US174635,1250
AC8690445,2023-09-23,US151612,20
AC8647847,2023-09-23,US078581,20
AC8691839,2023-09-23,US100410,50
AC8689398,2023-09-23,US018486,60
AC8637433,2023-09-23,US056690,2900
AC8661544,2023-09-23,US041371,20
AC8670035,2023-09-23,US005938,7500
AC8644380,2023-09-23,US063983,20
AC8645760,2023-09-23,US066406,600
AC8691012,2023-09-23,US170399,900
AC8690771,2023-09-23,US162091,1500
AC8640096,2023-09-23,US058887,1200
AC8664473,2023-09-23,US062428,1500
AC8656258,2023-09-23,US063207,1500
AC8686329,2023-09-23,US126804,3000
AC8664853,2023-09-23,US133003,20
AC8687763,2023-09-23,US075607,20
AC8657829,2023-09-23,US068212,40
AC8658631,2023-09-23,US151873,120
AC8681336,2023-09-23,US126333,1250
AC8663278,2023-09-23,US125680,20
AC8670562,2023-09-23,US077003,20
AC8660338,2023-09-23,US119562,100
AC8642678,2023-09-23,US175569,1250
AC8683097,2023-09-23,US134272,200
AC8689255,2023-09-23,US124678,20
AC8689618,2023-09-23,US093912,5000
AC8652619,2023-09-23,US161653,1250
AC8638697,2023-09-23,US063002,20
AC8691599,2023-09-23,US130532,20
AC8658942,2023-09-23,US045481,2700
AC8691901,2023-09-23,US174527,30
